,cohort_year,division,division_name,students_in_cohort,graduation_rate,dropout_rate,income_per_capita,population,population_increase,rental_price,rental_increase,prev_year_teacher_salary,curr_year_teacher_salary,teacher_salary_diff
13,2008,14,Buchanan County,284,83.45%,10.92%,29324.0,26256.0,-2.102652187044307,758.0,6.61040787623066,37151.0,38686.0,4.13
14,2008,15,Buckingham County,214,69.16%,22.90%,23606.0,15666.0,0.2722081334678217,870.0,6.61764705882353,37526.0,39827.0,6.13
15,2008,16,Campbell County,760,76.97%,11.97%,31717.0,50972.0,-0.443763145842313,819.0,7.05882352941176,39663.0,41324.0,4.19
16,2008,17,Caroline County,310,75.16%,11.61%,33535.0,22187.0,0.2318834774685862,1386.0,10.4382470119522,41935.0,43807.0,4.46
17,2008,18,Carroll County,338,81.36%,11.24%,27602.0,29427.0,0.438513368311666,713.0,6.57698056801195,36885.0,37024.0,0.38
18,2008,19,Charles City County,73,89.04%,9.59%,32972.0,7047.0,1.592858944399067,1386.0,10.4382470119522,39530.0,40530.0,2.53
19,2008,20,Charlotte County,205,84.39%,5.85%,,12577.0,0.8919209033030118,870.0,6.61764705882353,39042.0,40530.0,3.81
20,2008,21,Chesterfield County,4797,84.72%,11.82%,43623.0,265118.0,1.5656749105752432,1386.0,10.4382470119522,44417.0,46486.0,4.66
21,2008,22,Clarke County,170,90.00%,7.65%,48673.0,12901.0,1.64856478255897,2235.0,2.94795025333947,45817.0,46433.0,1.34
22,2008,23,Craig County,60,78.33%,13.33%,29252.0,5099.0,0.2234356798633818,909.0,7.06713780918729,40621.0,43279.0,6.54
23,2008,24,Culpeper County,610,81.15%,10.00%,36254.0,34976.0,1.5690162206280611,1000.0,-4.21455938697318,41405.0,44565.0,7.63
24,2008,25,Cumberland County,110,82.73%,12.73%,27534.0,9046.0,0.5083547966617363,1386.0,10.4382470119522,39380.0,39714.0,0.85
25,2008,26,Dickenson County,227,87.67%,7.49%,25845.0,15965.0,-2.28152530682747,718.0,6.52818991097923,35742.0,37146.0,3.93
26,2008,27,Dinwiddie County,414,68.36%,15.22%,,24699.0,0.2207739144018727,1386.0,10.4382470119522,42866.0,44461.0,3.72
27,2008,28,Essex County,137,81.75%,5.84%,34095.0,9984.0,-0.0370028910711917,918.0,6.62020905923344,42583.0,44821.0,5.26
28,2008,29,Fairfax County,12467,91.19%,6.08%,,994811.0,1.9557928011286967,2235.0,2.94795025333947,58389.0,60593.0,3.77
29,2008,30,Fauquier County,925,86.92%,5.51%,55475.0,57061.0,2.7517602753859505,2235.0,2.94795025333947,49595.0,53055.0,6.98
30,2008,31,Floyd County,178,83.15%,11.80%,29005.0,14111.0,1.221456019169076,1046.0,6.84371807967314,39871.0,41891.0,5.07
31,2008,32,Fluvanna County,291,90.03%,6.53%,34611.0,21224.0,5.108445464098499,1215.0,6.95422535211268,46405.0,49313.0,6.27
32,2008,34,Frederick County,1069,83.35%,7.11%,39057.0,61324.0,2.866126030057714,1020.0,6.69456066945606,42960.0,45481.0,5.87
33,2008,35,Giles County,230,77.39%,14.78%,30351.0,16642.0,-0.5980834678933955,941.0,6.56851642129106,38871.0,39804.0,2.4
34,2008,36,Gloucester County,509,78.59%,9.23%,40206.0,34959.0,0.248104777935576,1561.0,7.06447187928669,42925.0,44543.0,3.77
35,2008,37,Goochland County,220,80.91%,7.73%,69605.0,17204.0,1.5931967726204863,1386.0,10.4382470119522,41778.0,42544.0,1.83
36,2008,38,Grayson County,203,83.74%,9.36%,26014.0,16863.0,0.0429464877302443,758.0,6.61040787623066,34470.0,36708.0,6.49
37,2008,39,Greene County,224,82.59%,11.61%,32492.0,15808.0,2.910810567448197,1215.0,6.95422535211268,37478.0,39212.0,4.63
38,2008,40,Greensville County,228,81.58%,14.04%,26044.0,11657.0,0.8882054649716808,834.0,6.92307692307692,42113.0,42103.0,-0.02
39,2008,41,Halifax County,433,81.99%,6.00%,28286.0,37123.0,-0.4938527435288664,940.0,6.57596371882085,38104.0,39665.0,4.1
40,2008,42,Hanover County,1548,91.73%,4.33%,45317.0,89294.0,2.613504023026092,1386.0,10.4382470119522,42733.0,44609.0,4.39
41,2008,43,Henrico County,3899,81.97%,9.36%,47962.0,268421.0,1.855977311292012,1386.0,10.4382470119522,45085.0,46833.0,3.88
42,2008,44,Henry County,691,75.25%,16.21%,29638.0,57385.0,-1.023741744683215,786.0,6.64857530529173,37720.0,38302.0,1.54
43,2008,45,Highland County,26,96.15%,.00%,31340.0,2562.0,1.0008876651132592,986.0,6.82556879739977,37795.0,41206.0,9.03
44,2008,46,Isle of Wight County,460,80.43%,17.17%,44430.0,30065.0,0.6405600251224275,1561.0,7.06447187928669,41298.0,45989.0,11.36
45,2008,48,King George County,298,88.26%,9.06%,42910.0,16993.0,0.5568410548458802,1102.0,-3.9232781168265,42217.0,44936.0,6.44
46,2008,49,King and Queen County,58,60.34%,31.03%,33067.0,6770.0,2.146659626677372,1386.0,10.4382470119522,38803.0,40744.0,5.0
47,2008,50,King William County,161,92.55%,6.83%,38325.0,13395.0,1.5699296361776804,1386.0,10.4382470119522,42664.0,42471.0,-0.45
48,2008,51,Lancaster County,125,88.00%,5.60%,46008.0,11345.0,-2.064364742531355,854.0,6.74999999999999,39156.0,42559.0,8.69
49,2008,52,Lee County,304,64.47%,29.61%,25031.0,23386.0,-0.6561447794826147,728.0,6.58857979502197,40620.0,41701.0,2.66
50,2008,53,Loudoun County,3421,93.57%,3.71%,62953.0,190529.0,9.550508272159863,2235.0,2.94795025333947,59819.0,60476.0,1.1
51,2008,54,Louisa County,365,81.92%,14.25%,35294.0,26454.0,2.68217016082486,907.0,23.4013605442177,39010.0,47347.0,21.37
52,2008,55,Lunenburg County,152,74.34%,21.71%,24944.0,13036.0,-0.402650258592041,958.0,6.91964285714286,40309.0,42647.0,5.8
53,2008,56,Madison County,188,84.04%,8.51%,32892.0,12618.0,0.5882944083061004,911.0,6.79953106682298,40495.0,42577.0,5.14
54,2008,57,Mathews County,102,87.25%,3.92%,45413.0,9196.0,0.2058730451170776,1561.0,7.06447187928669,38693.0,41041.0,6.07
55,2008,58,Mecklenburg County,399,82.46%,15.79%,27922.0,32453.0,0.2298947138535068,883.0,6.64251207729469,38429.0,40432.0,5.21
56,2008,59,Middlesex County,117,82.91%,10.26%,39181.0,10046.0,0.5912823142927959,854.0,6.74999999999999,37404.0,38979.0,4.21
57,2008,60,Montgomery County,816,80.27%,13.11%,28151.0,84624.0,0.9487441919786566,1123.0,6.85061845861086,40330.0,42182.0,4.59
58,2008,62,Nelson County,186,80.11%,5.91%,35810.0,14317.0,-0.9788789466351976,1215.0,6.95422535211268,40848.0,42627.0,4.35
59,2008,63,New Kent County,225,80.00%,14.67%,50539.0,13811.0,2.057995255553457,1386.0,10.4382470119522,39887.0,41188.0,3.26
60,2008,65,Northampton County,210,73.81%,15.24%,35341.0,12840.0,-1.458423001832898,854.0,6.74999999999999,39429.0,42670.0,8.22
61,2008,66,Northumberland County,141,80.85%,9.93%,36305.0,12402.0,1.3792143856458328,854.0,6.74999999999999,44365.0,46644.0,5.14
62,2008,67,Nottoway County,192,76.56%,15.63%,29935.0,15672.0,-0.4928942403958025,870.0,6.61764705882353,40033.0,39961.0,-0.18
63,2008,68,Orange County,412,85.44%,9.71%,36599.0,26528.0,2.0573471567263857,1153.0,6.46352723915051,41882.0,43133.0,2.99
64,2008,69,Page County,281,80.43%,7.47%,29408.0,23277.0,0.2969277855300101,742.0,7.22543352601157,40043.0,41602.0,3.89
65,2008,70,Patrick County,221,85.52%,4.98%,25645.0,19145.0,-1.3260086962197049,683.0,6.55226209048363,38081.0,39783.0,4.47
66,2008,71,Pittsylvania County,842,82.07%,14.85%,28046.0,62182.0,0.6367646033559993,751.0,7.2857142857143,38968.0,41202.0,5.73
67,2008,72,Powhatan County,305,90.49%,3.93%,40335.0,23147.0,2.4258989227211813,1386.0,10.4382470119522,41523.0,45078.0,8.56
68,2008,73,Prince Edward County,223,78.48%,13.90%,23896.0,20224.0,2.4806194118478286,1003.0,6.70212765957448,41459.0,42599.0,2.75
69,2008,74,Prince George County,499,77.96%,17.84%,32140.0,33178.0,0.1746200290295707,1386.0,10.4382470119522,44529.0,45720.0,2.67
70,2008,75,Prince William County,5055,83.20%,10.17%,,298439.0,4.947549625337211,2235.0,2.94795025333947,54915.0,58351.0,6.26
71,2008,77,Pulaski County,433,77.37%,10.16%,30240.0,35139.0,-0.1481041509307834,824.0,6.59767141009056,37701.0,38890.0,3.15
72,2008,78,Rappahannock County,90,87.78%,7.78%,50867.0,7030.0,-0.8417969950781479,911.0,6.79953106682298,43373.0,43490.0,0.27
73,2008,79,Richmond County,89,82.02%,12.36%,26549.0,8896.0,1.312772140552676,854.0,6.74999999999999,42870.0,44150.0,2.99
74,2008,80,Roanoke County,1223,89.78%,4.42%,42235.0,86747.0,1.0901036711723933,909.0,7.06713780918729,45891.0,46734.0,1.84
75,2008,81,Rockbridge County,275,74.91%,9.82%,,20892.0,0.1656727214517594,938.0,6.46992054483542,38168.0,40043.0,4.91
76,2008,82,Rockingham County,896,88.95%,6.25%,30321.0,68663.0,1.1929066251554543,934.0,6.37813211845102,41390.0,43154.0,4.26
77,2008,83,Russell County,364,85.71%,6.59%,28100.0,29518.0,0.8428896160225463,675.0,6.46687697160884,35479.0,36054.0,1.62
78,2008,84,Scott County,297,90.57%,4.38%,26737.0,23038.0,-1.2856544546754225,857.0,6.59203980099503,40877.0,41271.0,0.96
79,2008,85,Shenandoah County,516,85.66%,9.88%,33167.0,36178.0,2.6168930253811284,853.0,6.49188514357053,42805.0,44284.0,3.46
80,2008,86,Smyth County,410,83.41%,8.78%,27572.0,33282.0,0.5519617786485798,880.0,6.66666666666667,37211.0,36969.0,-0.65
81,2008,87,Southampton County,235,74.89%,15.32%,30794.0,17819.0,1.9336713301195685,1047.0,6.83673469387756,40444.0,42082.0,4.05
82,2008,88,Spotsylvania County,1864,80.15%,8.64%,40496.0,97438.0,6.494620599022882,2235.0,2.94795025333947,46496.0,49414.0,6.28
83,2008,89,Stafford County,2212,86.53%,7.78%,45004.0,97995.0,4.771324893008488,2235.0,2.94795025333947,49068.0,51383.0,4.72
84,2008,90,Surry County,76,86.84%,11.84%,33487.0,6838.0,-0.0194149779049745,1561.0,7.06447187928669,44663.0,44351.0,-0.7
85,2008,91,Sussex County,142,73.24%,15.49%,26316.0,12290.0,-1.5196366761352609,1386.0,10.4382470119522,44115.0,44553.0,0.99
86,2008,92,Tazewell County,523,75.53%,13.00%,31319.0,43703.0,-1.6852432713555077,777.0,6.58436213991769,39337.0,39944.0,1.55
87,2008,93,Warren County,456,84.87%,7.46%,36277.0,32279.0,2.2180463822312646,1042.0,4.93454179254784,42427.0,43361.0,2.2
88,2008,94,Washington County,636,83.96%,6.76%,36944.0,51150.0,-0.0294719762867323,857.0,6.59203980099503,38215.0,41560.0,8.75
89,2008,95,Westmoreland County,160,77.50%,10.00%,32996.0,16731.0,0.2554424870492289,945.0,6.65914221218962,40581.0,42707.0,5.24
90,2008,96,Wise County,518,83.01%,12.36%,27503.0,41612.0,-1.3194404676335592,877.0,6.56136087484811,40831.0,42253.0,3.48
91,2008,97,Wythe County,328,83.84%,7.32%,29392.0,27871.0,0.749331294271327,941.0,6.56851642129106,39026.0,41164.0,5.48
92,2008,98,York County,1134,86.33%,3.88%,47798.0,57540.0,1.2478369366948572,,,46391.0,46925.0,1.15
93,2008,101,Alexandria City,710,76.62%,14.79%,74878.0,132862.0,2.721305375964333,2235.0,2.94795025333947,61000.0,65202.0,6.89
94,2008,102,Bristol City,195,77.44%,11.79%,36944.0,17526.0,1.1754430148010364,857.0,6.59203980099503,43619.0,43373.0,-0.57
95,2008,103,Buena Vista City,98,78.57%,11.22%,,6296.0,-0.9561934763137824,938.0,6.46992054483542,42425.0,43262.0,1.97
96,2008,104,Charlottesville City,319,74.61%,17.87%,51484.0,40215.0,0.0417268125053826,1215.0,6.95422535211268,48037.0,50325.0,4.76
97,2008,106,Colonial Heights City,231,72.73%,22.51%,,16850.0,-0.3244346466326209,1386.0,10.4382470119522,48999.0,47838.0,-2.37
98,2008,107,Covington City,91,73.63%,18.68%,31590.0,6344.0,0.7721340507599539,678.0,6.60377358490567,47465.0,44640.0,-5.95
99,2008,108,Danville City,563,74.25%,12.61%,28046.0,47404.0,-1.6896446147200872,751.0,7.2857142857143,40064.0,43283.0,8.03
100,2008,109,Falls Church City,167,97.01%,.00%,,10943.0,5.24057203942816,2235.0,2.94795025333947,57607.0,61887.0,7.43
101,2008,110,Fredericksburg City,223,75.78%,12.11%,,19827.0,2.3478053996986548,2235.0,2.94795025333947,44864.0,44509.0,-0.79
102,2008,111,Galax City,79,92.41%,5.06%,27602.0,6836.0,-0.3093149448719745,713.0,6.57698056801195,41001.0,41090.0,0.22
103,2008,112,Hampton City,1936,71.95%,14.10%,34631.0,144927.0,-0.9489193876104808,1561.0,7.06447187928669,37507.0,37594.0,0.23
104,2008,113,Harrisonburg City,386,72.80%,16.58%,30321.0,41480.0,2.5024689142301826,934.0,6.37813211845102,43074.0,45195.0,4.92
105,2008,114,Hopewell City,307,58.31%,31.60%,32140.0,22258.0,-0.0925372222664089,1386.0,10.4382470119522,42351.0,42378.0,0.07
106,2008,115,Lynchburg City,707,73.83%,13.58%,31717.0,65774.0,0.6316769190281235,819.0,7.05882352941176,41209.0,44702.0,8.48
107,2008,116,Martinsville City,248,80.24%,14.11%,29638.0,15278.0,-0.4585228682384867,786.0,6.64857530529173,45509.0,34465.0,-24.27
108,2008,117,Newport News City,2471,72.80%,14.29%,34463.0,179407.0,-0.4820592683301483,1561.0,7.06447187928669,43812.0,44735.0,2.11
109,2008,118,Norfolk City,1997,73.21%,15.92%,36256.0,234974.0,0.1935227384822546,1561.0,7.06447187928669,44165.0,45288.0,2.54
110,2008,119,Norton City,56,83.93%,14.29%,27503.0,3879.0,0.0970619929106186,877.0,6.56136087484811,41518.0,43339.0,4.39
111,2008,120,Petersburg City,445,58.20%,33.48%,,32977.0,-1.9629871805635133,1386.0,10.4382470119522,38252.0,38998.0,1.95
112,2008,121,Portsmouth City,1173,60.70%,26.77%,33297.0,98746.0,-1.655392703033265,1561.0,7.06447187928669,32903.0,34924.0,6.14
113,2008,122,Radford City,128,85.94%,3.91%,28151.0,16000.0,0.7293496465412108,1123.0,6.85061845861086,44199.0,45498.0,2.94
114,2008,123,Richmond City,1749,65.64%,24.76%,46230.0,196237.0,-0.8402099405706909,1386.0,10.4382470119522,45873.0,46845.0,2.12
115,2008,124,Roanoke City,916,59.06%,23.58%,35673.0,95551.0,0.6465273893331513,909.0,7.06713780918729,45920.0,47392.0,3.2
116,2008,126,Staunton City,221,81.00%,8.14%,,23491.0,-1.5150722600517863,1031.0,6.61840744570839,38857.0,41087.0,5.74
117,2008,127,Suffolk City,1106,72.15%,22.42%,41569.0,67249.0,4.7492962260494265,1561.0,7.06447187928669,44844.0,47447.0,5.81
118,2008,128,Virginia Beach City,5666,84.17%,7.01%,44792.0,427412.0,0.164295196220654,1561.0,7.06447187928669,47928.0,51102.0,6.62
119,2008,130,Waynesboro City,241,80.91%,8.71%,,19534.0,-0.3838480697361035,1031.0,6.61840744570839,43260.0,44056.0,1.84
120,2008,131,Williamsburg-James City County,922,79.72%,10.09%,,,,,,50831.0,52367.0,3.02
121,2008,132,Winchester City,298,76.17%,12.42%,39057.0,24049.0,1.4918456417674753,1020.0,6.69456066945606,45022.0,45850.0,1.84
122,2008,135,Franklin City,116,63.79%,25.00%,,8284.0,-0.0161946152132386,1047.0,6.83673469387756,43176.0,43610.0,1.0
123,2008,136,Chesapeake City,3295,87.62%,8.80%,40774.0,202531.0,1.1061432854607256,1561.0,7.06447187928669,49005.0,51348.0,4.78
124,2008,139,Salem City,330,85.76%,6.67%,42235.0,24834.0,0.167266156050494,909.0,7.06713780918729,49864.0,51211.0,2.7
125,2008,142,Poquoson City,208,94.71%,.96%,47798.0,11532.0,-0.4727384990117045,1561.0,7.06447187928669,43972.0,43809.0,-0.37
126,2008,143,Manassas City,528,73.67%,13.26%,,36570.0,4.714716654888318,2235.0,2.94795025333947,55744.0,59709.0,7.11
127,2008,144,Manassas Park City,141,85.11%,10.64%,,11181.0,8.217052317420226,2235.0,2.94795025333947,53649.0,58247.0,8.57
128,2008,202,Colonial Beach,58,86.21%,6.90%,,,,945.0,6.65914221218962,39867.0,39792.0,-0.19
129,2008,207,West Point,67,94.03%,4.48%,,,,1386.0,10.4382470119522,40797.0,41071.0,0.67
0,2009,1,Accomack County,472,69.92%,23.73%,32690.0,37156.0,-1.940261212597516,877.0,4.15676959619953,39973.0,39576.0,-0.99
1,2009,2,Albemarle County,1056,89.49%,6.16%,48606.0,87172.0,1.2547049490050588,1265.0,4.11522633744856,49580.0,51223.0,3.32
2,2009,3,Alleghany County,204,85.29%,9.31%,31000.0,17025.0,2.9385070028709714,706.0,4.12979351032448,44095.0,45580.0,3.37
3,2009,4,Amelia County,161,83.23%,8.70%,32116.0,11668.0,1.997759754267281,1474.0,6.34920634920635,40442.0,44349.0,9.66
4,2009,5,Amherst County,420,81.90%,10.71%,29736.0,31562.0,-0.7375924035955106,852.0,4.02930402930404,41935.0,42816.0,2.1
5,2009,6,Appomattox County,175,81.71%,9.71%,31099.0,13660.0,-0.0634059523593411,852.0,4.02930402930404,38755.0,41028.0,5.87
6,2009,7,Arlington County,1320,84.47%,11.89%,74532.0,191028.0,-0.0735512935800208,2157.0,-3.48993288590604,64447.0,67742.0,5.11
7,2009,8,Augusta County,942,82.38%,13.91%,,66953.0,1.3133936907271826,1074.0,4.17070805043647,43075.0,44062.0,2.29
8,2009,9,Bath County,64,85.94%,10.94%,36004.0,5017.0,0.194664669897282,1028.0,4.25963488843812,42259.0,42037.0,-0.52
9,2009,10,Bedford County,931,87.54%,5.59%,36006.0,61340.0,0.3415238167076673,852.0,4.02930402930404,39694.0,40827.0,2.85
10,2009,11,Bland County,89,87.64%,3.37%,27560.0,6884.0,-0.1526420882377643,789.0,4.08970976253298,37863.0,39761.0,5.01
11,2009,12,Botetourt County,398,85.18%,7.79%,39117.0,30763.0,0.8802830552898877,946.0,4.070407040704071,46561.0,47904.0,2.89
12,2009,13,Brunswick County,146,80.82%,9.59%,26804.0,18584.0,1.4426180356406526,996.0,3.96659707724425,37843.0,38596.0,1.99
13,2009,14,Buchanan County,252,82.54%,11.90%,29166.0,25983.0,-1.0395894708142062,789.0,4.08970976253298,38686.0,39521.0,2.16
14,2009,15,Buckingham County,187,72.19%,17.65%,23239.0,15771.0,0.6709570276268062,906.0,4.13793103448277,39827.0,42097.0,5.7
15,2009,16,Campbell County,740,78.51%,9.73%,30882.0,51240.0,0.5265131888590346,852.0,4.02930402930404,41324.0,42204.0,2.13
16,2009,17,Caroline County,329,75.38%,14.29%,33454.0,22290.0,0.4628340981856382,1474.0,6.34920634920635,43807.0,43301.0,-1.15
17,2009,18,Carroll County,311,84.89%,9.97%,27920.0,29576.0,0.5091091397218639,742.0,4.06732117812061,37024.0,36938.0,-0.23
18,2009,19,Charles City County,68,94.12%,2.94%,32708.0,7096.0,0.7071955145854902,1474.0,6.34920634920635,40530.0,38511.0,-4.98
19,2009,20,Charlotte County,179,86.03%,7.26%,,12680.0,0.8165455357701079,906.0,4.13793103448277,40530.0,42040.0,3.73
20,2009,21,Chesterfield County,4871,85.88%,10.10%,41995.0,270765.0,2.1303035600715114,1474.0,6.34920634920635,46486.0,48180.0,3.64
21,2009,22,Clarke County,191,95.29%,2.09%,49672.0,13127.0,1.7494021648685187,2157.0,-3.48993288590604,46433.0,45402.0,-2.22
22,2009,23,Craig County,58,81.03%,13.79%,28845.0,5097.0,-0.0449171814272619,946.0,4.070407040704071,43279.0,42430.0,-1.96
23,2009,24,Culpeper County,516,85.27%,8.33%,36083.0,35823.0,2.4215148703282896,1035.0,3.49999999999999,44565.0,48348.0,8.49
24,2009,25,Cumberland County,154,75.32%,14.94%,27272.0,9227.0,2.004077369207513,1474.0,6.34920634920635,39714.0,39108.0,-1.53
25,2009,26,Dickenson County,203,81.77%,10.34%,26856.0,16082.0,0.7303672402275918,747.0,4.03899721448469,37146.0,39957.0,7.57
26,2009,27,Dinwiddie County,453,71.96%,15.23%,,24926.0,0.917064814588775,1474.0,6.34920634920635,44461.0,45181.0,1.62
27,2009,28,Essex County,138,86.23%,9.42%,33256.0,9978.0,-0.0579616115743086,954.0,3.9215686274509904,44821.0,42812.0,-4.48
28,2009,29,Fairfax County,13291,90.36%,6.26%,,1008153.0,1.3411837848676056,2157.0,-3.48993288590604,60593.0,62458.0,3.08
29,2009,30,Fauquier County,969,88.13%,4.95%,53179.0,58074.0,1.7742196091271811,2157.0,-3.48993288590604,53055.0,55179.0,4.0
30,2009,31,Floyd County,154,88.96%,11.04%,29246.0,14338.0,1.6077732617352458,1088.0,4.01529636711282,41891.0,41896.0,0.01
31,2009,32,Fluvanna County,286,88.46%,5.59%,34121.0,22289.0,5.016058023226,1265.0,4.11522633744856,49313.0,50991.0,3.4
32,2009,33,Franklin County,579,80.14%,12.09%,,49115.0,1.5604069405798393,710.0,4.10557184750733,43549.0,43837.0,0.66
33,2009,34,Frederick County,1045,83.92%,6.51%,37658.0,62863.0,2.509033315695075,1064.0,4.31372549019609,45481.0,47085.0,3.53
34,2009,35,Giles County,186,78.49%,12.37%,30249.0,16790.0,0.8880826473700143,980.0,4.14452709883104,39804.0,40903.0,2.76
35,2009,36,Gloucester County,517,77.37%,11.03%,40091.0,35099.0,0.4001147831474982,1490.0,-4.54836643177451,44543.0,45857.0,2.95
36,2009,37,Goochland County,198,84.34%,7.07%,65674.0,17942.0,4.2868507742003015,1474.0,6.34920634920635,42544.0,45358.0,6.62
37,2009,38,Grayson County,197,82.74%,9.14%,26134.0,16713.0,-0.8929208729865468,789.0,4.08970976253298,36708.0,37108.0,1.09
38,2009,39,Greene County,232,90.52%,6.03%,32626.0,16235.0,2.6995345988127584,1265.0,4.11522633744856,39212.0,36056.0,-8.05
39,2009,40,Greensville County,205,77.07%,20.00%,25668.0,11842.0,1.5809260098039737,869.0,4.19664268585132,42103.0,43318.0,2.89
40,2009,41,Halifax County,527,82.54%,3.23%,28451.0,37083.0,-0.1084257631533636,979.0,4.14893617021277,39665.0,40518.0,2.15
41,2009,42,Hanover County,1629,92.27%,3.62%,43550.0,91150.0,2.0777028655940777,1474.0,6.34920634920635,44609.0,45002.0,0.88
42,2009,43,Henrico County,3916,81.05%,10.21%,44970.0,272393.0,1.479707444205225,1474.0,6.34920634920635,46833.0,48776.0,4.15
43,2009,44,Henry County,652,81.29%,12.27%,29319.0,56878.0,-0.8828994732919981,818.0,4.07124681933841,38302.0,40181.0,4.91
44,2009,45,Highland County,29,96.55%,3.45%,31869.0,2536.0,-1.0349402788900397,1028.0,4.25963488843812,41206.0,40337.0,-2.11
45,2009,46,Isle of Wight County,476,83.61%,11.34%,44438.0,30414.0,1.1610614113126694,1490.0,-4.54836643177451,45989.0,49741.0,8.16
46,2009,48,King George County,321,84.42%,10.90%,42953.0,17487.0,2.905810645409334,1139.0,3.35753176043556,44936.0,46172.0,2.75
47,2009,49,King and Queen County,68,85.29%,13.24%,33510.0,6828.0,0.8554190572050091,1474.0,6.34920634920635,40744.0,42565.0,4.47
48,2009,50,King William County,151,90.07%,7.28%,36478.0,13560.0,1.23459596972173,1474.0,6.34920634920635,42471.0,45314.0,6.69
49,2009,51,Lancaster County,122,82.79%,10.66%,43315.0,11431.0,0.7638824353097817,888.0,3.9812646370023503,42559.0,44186.0,3.82
50,2009,52,Lee County,278,65.47%,21.58%,25412.0,24194.0,3.455340379218508,758.0,4.12087912087913,41701.0,40867.0,-2.0
51,2009,53,Loudoun County,3660,93.69%,3.91%,61423.0,208891.0,9.637637952164502,2157.0,-3.48993288590604,60476.0,57518.0,-4.89
52,2009,54,Louisa County,400,87.50%,9.75%,34267.0,26789.0,1.2663457364172848,964.0,6.28445424476296,47347.0,48304.0,2.02
53,2009,55,Lunenburg County,123,79.67%,18.70%,25477.0,12985.0,-0.3906532916759353,996.0,3.96659707724425,42647.0,40124.0,-5.92
54,2009,56,Madison County,173,84.39%,8.67%,32246.0,12834.0,1.715618816069675,948.0,4.06147091108673,42577.0,44253.0,3.94
55,2009,57,Mathews County,131,85.50%,7.63%,44819.0,9230.0,0.3737995474085487,1490.0,-4.54836643177451,41041.0,39263.0,-4.33
56,2009,58,Mecklenburg County,392,88.78%,8.42%,28491.0,32368.0,-0.2608175274106505,919.0,4.07701019252549,40432.0,40632.0,0.5
57,2009,59,Middlesex County,133,84.96%,9.02%,37983.0,10031.0,-0.1583277032630947,888.0,3.9812646370023503,38979.0,39666.0,1.76
58,2009,60,Montgomery County,756,79.37%,14.29%,28427.0,85027.0,0.475656796906998,1168.0,4.00712377560106,42182.0,43672.0,3.53
59,2009,62,Nelson County,155,78.71%,7.10%,35890.0,14542.0,1.564742445162648,1265.0,4.11522633744856,42627.0,44422.0,4.21
60,2009,63,New Kent County,218,86.70%,5.96%,52807.0,14209.0,2.8808085442446174,1474.0,6.34920634920635,41188.0,43297.0,5.12
61,2009,65,Northampton County,158,77.85%,10.13%,36309.0,12645.0,-1.5249534954057564,888.0,3.9812646370023503,42670.0,38407.0,-9.99
62,2009,66,Northumberland County,126,75.40%,17.46%,35983.0,12385.0,-0.1380884801129966,888.0,3.9812646370023503,46644.0,47263.0,1.33
63,2009,67,Nottoway County,190,80.00%,12.63%,29273.0,15626.0,-0.2967040095846696,906.0,4.13793103448277,39961.0,42025.0,5.16
64,2009,68,Orange County,385,91.17%,2.86%,36862.0,27056.0,1.9911158865055345,1200.0,4.07632263660018,43133.0,41800.0,-3.09
